miRNA	SRR5144155	SRR5144156	SRR5144157	SRR5144158	SRR5144159	SRR5144160	SRR5144161	SRR5144162	SRR5144163	SRR5144164	SRR5144165	SRR5144166	SRR5144167	SRR5144168	SRR5144169	SRR5144170	SRR5144171	SRR5144172	SRR5144173	SRR5144174	SRR5144175	SRR5144176	SRR5144177
mmu-miR-6941-3p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
mmu-miR-6941-5p	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	0
mmu-miR-6942-3p	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
mmu-miR-6942-5p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0
mmu-miR-6943-3p	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	1	0
mmu-miR-6943-5p	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6944-3p	41	38	29	19	30	35	145	204	138	104	169	87	303	337	278	487	501	266	102	69	124	126	34
mmu-miR-6944-5p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6945-3p	5	0	6	3	2	2	5	12	1	5	5	4	13	12	5	20	11	9	4	3	5	5	2
mmu-miR-6945-5p	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
mmu-miR-6946-3p	1	7	6	5	1	4	1	1	0	2	2	2	3	1	4	3	1	1	0	2	1	4	0
mmu-miR-6946-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0
mmu-miR-6947-3p	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0
mmu-miR-6947-5p	0	3	0	1	0	0	0	2	1	0	0	0	0	1	2	0	1	0	1	0	0	0	0
mmu-miR-6948-3p	26	16	29	14	17	26	11	17	15	11	17	10	26	20	35	36	40	24	15	13	20	18	15
mmu-miR-6948-5p	1	0	6	3	0	1	3	2	0	1	1	1	5	2	3	6	3	2	0	0	1	1	0
mmu-miR-6949-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6949-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6950-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6950-5p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6951-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6951-5p	3	3	2	1	1	1	0	4	0	1	0	0	1	1	1	2	0	1	1	0	0	2	0
mmu-miR-6952-3p	3	3	1	3	2	4	1	3	1	0	3	0	0	1	0	2	1	2	0	0	1	1	0
mmu-miR-6952-5p	2	1	0	1	0	1	0	1	3	0	0	0	0	1	0	0	1	0	0	1	0	0	0
mmu-miR-6953-3p	15	16	14	21	15	15	9	10	3	9	13	11	34	22	23	36	25	7	3	3	3	6	3
mmu-miR-6953-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6954-3p	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0
mmu-miR-6954-5p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6955-3p	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	2	1	1	0	0	0	0	0
mmu-miR-6955-5p	0	4	0	1	2	2	2	3	2	1	2	0	5	1	2	6	3	2	0	0	1	2	0
mmu-miR-6956-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6956-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6957-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6957-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6958-3p	9	5	3	4	4	9	6	3	4	2	2	2	6	5	5	9	8	8	2	1	6	6	2
mmu-miR-6958-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6959-3p	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
mmu-miR-6959-5p	0	0	0	0	0	1	0	1	0	0	2	2	1	0	1	0	0	0	0	0	0	0	0
mmu-miR-696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6960-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6960-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
mmu-miR-6961-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6961-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6962-3p	1	0	0	1	1	0	1	3	0	2	1	0	0	0	1	0	0	1	0	0	0	1	0
mmu-miR-6962-5p	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0
mmu-miR-6963-3p	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0
mmu-miR-6963-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6964-3p	0	0	1	1	0	3	0	0	0	0	0	0	0	0	3	0	0	2	0	1	3	0	0
mmu-miR-6964-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mmu-miR-6965-3p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6965-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6966-3p	0	3	1	1	0	1	0	2	1	0	3	4	1	0	4	3	7	1	0	0	2	1	0
mmu-miR-6966-5p	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
mmu-miR-6967-3p	0	0	0	0	2	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6967-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
mmu-miR-6968-3p	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	1	0	0	0	1	0	1
mmu-miR-6968-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6969-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6969-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6970-3p	1	0	1	1	1	0	2	0	1	2	1	0	0	0	4	5	3	5	0	1	2	4	0
mmu-miR-6970-5p	0	2	0	0	0	1	2	1	1	0	1	0	0	3	0	3	1	1	1	0	1	0	0
mmu-miR-6971-3p	3	8	6	2	4	4	1	3	1	0	0	4	1	2	2	6	1	4	0	2	2	3	0
mmu-miR-6971-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mmu-miR-6972-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6972-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6973a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6973a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6973b-3p	0	1	0	0	0	0	1	0	0	0	0	0	1	3	0	0	1	1	0	0	2	0	0
mmu-miR-6973b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6974-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6974-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6975-3p	0	0	0	0	1	1	0	1	0	0	1	0	1	2	1	0	0	1	1	0	0	0	0
mmu-miR-6975-5p	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6976-3p	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6976-5p	0	1	0	1	0	0	1	0	0	0	0	0	1	1	1	1	2	0	0	0	0	0	0
mmu-miR-6977-3p	2	2	2	1	4	4	4	6	5	1	5	2	10	16	18	15	21	9	4	2	4	2	2
mmu-miR-6977-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
mmu-miR-6978-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
mmu-miR-6978-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6979-3p	0	1	2	0	0	1	0	0	0	0	0	0	2	2	1	1	2	2	0	0	0	0	0
mmu-miR-6979-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-698-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
mmu-miR-698-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
mmu-miR-6980-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6980-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6981-3p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6981-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mmu-miR-6982-3p	0	0	0	0	0	0	4	1	1	0	0	1	3	9	8	5	3	0	0	0	0	0	2
mmu-miR-6982-5p	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	6	2	0	0	0	0	0
mmu-miR-6983-3p	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
mmu-miR-6983-5p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
mmu-miR-6984-3p	0	1	2	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
mmu-miR-6984-5p	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
mmu-miR-6985-3p	4	10	9	9	9	12	1	2	2	1	2	2	5	7	9	10	3	3	1	1	1	3	0
mmu-miR-6985-5p	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1
mmu-miR-6986-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6986-5p	1	3	0	1	1	2	1	2	0	3	2	0	1	5	3	1	6	3	3	1	2	2	1
mmu-miR-6987-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6987-5p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6988-3p	0	5	2	4	2	2	2	0	2	1	3	0	2	1	1	0	2	6	1	0	1	0	0
mmu-miR-6988-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
mmu-miR-6989-3p	3	1	8	2	2	4	2	5	0	2	3	0	5	2	8	6	7	3	2	1	0	2	3
mmu-miR-6989-5p	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6990-3p	1	2	5	3	1	7	0	0	0	0	0	1	2	6	2	0	1	0	1	4	1	1	0
mmu-miR-6990-5p	1	4	2	3	4	2	3	9	4	0	1	1	5	7	7	2	6	6	3	7	3	3	2
mmu-miR-6991-3p	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0
mmu-miR-6991-5p	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
mmu-miR-6992-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6992-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6993-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6993-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mmu-miR-6994-3p	3	3	4	0	1	1	3	0	1	3	0	1	2	4	3	2	5	4	2	1	2	0	0
mmu-miR-6994-5p	1	1	1	2	4	2	1	3	5	1	4	3	1	5	3	7	0	4	2	2	2	1	1
mmu-miR-6995-3p	2	1	1	1	0	1	0	0	0	0	0	0	0	0	1	2	0	3	2	0	0	0	0
mmu-miR-6995-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6996-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mmu-miR-6996-5p	0	1	1	0	1	2	1	3	4	0	3	0	4	2	7	5	0	1	2	4	2	1	1
mmu-miR-6997-3p	2	1	0	1	3	1	0	1	1	0	1	1	1	3	1	0	1	0	1	0	0	0	1
mmu-miR-6997-5p	3	1	0	0	0	0	3	1	0	0	2	0	4	3	3	1	1	0	0	0	1	1	0
mmu-miR-6998-3p	1	0	2	0	0	0	0	4	0	0	0	0	1	1	4	2	1	1	0	0	0	1	0
mmu-miR-6998-5p	0	1	0	0	0	0	1	0	0	2	1	1	2	0	2	4	0	0	0	0	1	1	0
mmu-miR-6999-3p	10	4	9	13	2	18	2	2	1	0	0	0	1	0	4	10	1	0	0	0	0	0	0
mmu-miR-6999-5p	1	2	0	2	1	1	2	0	1	0	1	1	0	1	0	2	0	0	0	0	0	0	0
mmu-miR-700-3p	140	150	155	138	87	177	48	55	47	41	45	24	47	57	59	60	54	87	61	46	56	59	22
mmu-miR-700-5p	492	659	626	565	387	647	88	129	106	66	110	45	78	136	170	191	75	293	121	67	121	177	24
mmu-miR-7000-3p	3	3	7	0	4	9	1	1	0	4	1	2	2	3	4	7	2	5	2	3	4	2	1
mmu-miR-7000-5p	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7001-3p	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
mmu-miR-7001-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7002-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7002-5p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7003-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7003-5p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7004-3p	4	14	2	6	5	7	1	2	0	1	0	0	4	2	3	1	1	4	7	0	1	2	0
mmu-miR-7004-5p	0	2	1	0	2	0	2	0	0	0	1	1	1	1	4	3	3	0	0	2	0	0	0
mmu-miR-7005-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7005-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7006-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
mmu-miR-7006-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7007-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mmu-miR-7007-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7008-3p	0	0	3	1	1	2	0	0	1	0	1	0	1	2	1	2	0	0	3	0	0	0	0
mmu-miR-7008-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mmu-miR-7009-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7009-5p	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
mmu-miR-701-3p	0	0	1	1	0	0	2	1	2	0	2	0	1	2	0	0	1	3	1	0	0	1	0
mmu-miR-701-5p	3	0	1	3	1	3	1	2	1	1	1	0	1	1	1	1	0	1	0	0	2	3	0
mmu-miR-7010-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7010-5p	0	0	0	1	0	0	1	4	2	3	1	0	0	1	0	2	2	3	4	1	2	1	1
mmu-miR-7011-3p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7011-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7012-3p	0	3	0	0	2	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0
mmu-miR-7012-5p	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
mmu-miR-7013-3p	2	2	3	0	0	2	1	1	4	0	0	0	5	1	5	7	4	1	0	1	0	2	0
mmu-miR-7013-5p	3	0	2	1	0	3	1	1	0	0	1	2	3	0	3	1	4	3	0	0	1	2	0
mmu-miR-7014-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7014-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7015-3p	35	44	44	29	24	50	29	17	18	17	24	15	33	36	40	60	51	52	21	12	29	34	8
mmu-miR-7015-5p	0	0	1	0	0	0	0	2	1	1	1	0	1	2	1	0	1	1	1	0	0	0	0
mmu-miR-7016-3p	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
mmu-miR-7016-5p	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0
mmu-miR-7017-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7017-5p	0	1	0	0	0	0	0	1	0	0	0	0	0	1	2	3	1	0	1	0	1	0	0
mmu-miR-7018-3p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7018-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7019-3p	11	9	4	16	9	10	7	12	9	6	10	9	8	10	5	24	12	21	6	6	11	11	1
mmu-miR-7019-5p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
mmu-miR-702-3p	10	16	4	12	6	15	7	5	5	0	5	1	9	8	6	21	9	7	3	2	1	5	2
mmu-miR-702-5p	0	0	1	1	0	2	1	3	1	1	0	0	1	1	0	0	3	0	1	0	0	0	0
mmu-miR-7020-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7020-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
mmu-miR-7021-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
mmu-miR-7021-5p	2	1	2	1	0	0	1	2	0	1	0	0	4	3	3	1	3	3	0	1	1	3	1
mmu-miR-7022-3p	1	0	2	2	0	1	0	2	1	0	1	1	0	2	0	5	1	2	0	0	0	0	0
mmu-miR-7022-5p	0	0	0	0	2	0	0	2	0	2	0	0	1	0	0	1	1	1	0	1	0	0	0
mmu-miR-7023-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
mmu-miR-7023-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7024-3p	2	2	0	0	1	3	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0
mmu-miR-7024-5p	1	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0
mmu-miR-7025-3p	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
mmu-miR-7025-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7026-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
mmu-miR-7026-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
mmu-miR-7027-3p	0	0	0	1	0	0	0	1	0	2	0	0	0	0	1	1	0	2	0	1	0	0	0
mmu-miR-7027-5p	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
mmu-miR-7028-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7028-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
mmu-miR-7029-3p	0	2	1	2	2	2	0	1	0	0	0	0	1	0	0	2	2	1	0	1	1	0	0
mmu-miR-7029-5p	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1
mmu-miR-703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
mmu-miR-7030-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
mmu-miR-7030-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7031-3p	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
mmu-miR-7031-5p	2	2	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
mmu-miR-7032-3p	2	8	2	1	4	5	0	2	4	1	2	3	1	2	3	6	2	6	1	1	1	0	0
mmu-miR-7032-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7033-3p	0	1	2	0	0	0	2	0	2	1	0	1	2	3	1	0	0	0	0	0	0	0	0
mmu-miR-7033-5p	9	8	3	7	7	7	8	5	1	1	5	2	10	16	7	13	8	11	5	1	2	7	1
mmu-miR-7034-3p	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
mmu-miR-7034-5p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7035-3p	7	8	6	8	6	9	2	1	4	1	3	1	1	1	0	6	1	10	5	1	1	8	2
mmu-miR-7035-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7036a-3p	0	1	1	3	1	0	0	0	0	0	1	0	0	2	1	2	0	2	0	2	2	1	0
mmu-miR-7036a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mmu-miR-7036b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
mmu-miR-7036b-5p	0	0	0	1	0	1	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0	0	1
mmu-miR-7037-3p	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	4	0	0	0	0	0	0	0
mmu-miR-7037-5p	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0
mmu-miR-7038-3p	0	2	0	0	2	0	0	1	0	0	1	0	0	1	1	0	2	1	0	0	1	1	0
mmu-miR-7038-5p	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
mmu-miR-7039-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7039-5p	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	1
mmu-miR-704	0	2	1	4	1	1	1	3	3	2	2	0	4	4	3	3	0	2	2	0	2	0	1
mmu-miR-7040-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7040-5p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0
mmu-miR-7041-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mmu-miR-7041-5p	0	1	0	1	1	1	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	1	0
mmu-miR-7042-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7042-5p	2	0	3	2	0	2	0	2	2	0	2	0	1	0	0	1	2	3	0	1	0	2	2
mmu-miR-7043-3p	0	3	0	1	0	1	0	0	0	1	0	0	1	2	2	0	0	6	2	2	2	2	1
mmu-miR-7043-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7044-3p	0	0	0	0	1	2	3	1	1	3	2	1	2	0	4	0	1	1	0	1	0	0	0
mmu-miR-7044-5p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mmu-miR-7045-3p	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0
mmu-miR-7045-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7046-3p	61	71	46	50	40	60	17	21	19	9	22	16	24	39	22	64	24	20	8	5	2	3	6
mmu-miR-7046-5p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7047-3p	84	116	106	77	61	127	21	51	20	13	58	15	59	91	78	151	79	86	30	21	21	44	23
mmu-miR-7047-5p	2	2	0	0	2	2	1	3	2	1	1	0	2	5	1	5	2	2	1	1	1	0	0
mmu-miR-7048-3p	0	2	0	1	1	1	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0
mmu-miR-7048-5p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7049-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
